Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_Metadata_isSaturated,Image_Metadata_isBlurry
24645,d20,4,0,0
24645,d20,5,0,0
24645,d20,6,0,0
24645,d21,1,0,0
24645,d21,2,0,0
24645,d21,3,0,0
24645,d21,4,0,0
24645,d21,5,0,0
24645,d21,6,0,0
24645,d22,1,0,0
24645,d22,2,0,0
24645,d22,3,0,0
24645,d22,4,0,0
24645,d22,5,0,0
24645,d22,6,0,0
24645,d23,1,0,0
24645,d23,2,0,0
24645,d23,3,0,0
24645,d23,4,0,0
24645,d23,5,0,0
24645,d23,6,0,0
24645,d24,1,0,0
24645,d24,2,0,0
24645,d24,3,0,0
24645,d24,4,0,0
24645,d24,5,0,0
24645,d24,6,0,0
24645,e01,1,0,0
24645,e01,2,0,0
24645,e01,3,0,0
24645,e01,4,0,0
24645,e01,5,0,0
24645,e01,6,0,0
24645,e02,1,0,0
24645,e02,2,0,0
24645,e02,3,0,0
24645,e02,4,0,0
24645,e02,5,0,0
24645,e02,6,0,0
24645,e03,1,0,0
24645,e03,2,0,0
24645,e03,3,0,0
24645,e03,4,0,0
24645,e03,5,0,0
24645,e03,6,0,0
24645,e04,1,0,0
24645,e04,2,0,0
24645,e04,3,0,0
24645,e04,4,0,0
24645,e04,5,0,0
24645,e04,6,0,0
24645,e05,1,0,0
24645,e05,2,0,0
24645,e05,3,0,0
24645,e05,4,0,0
24645,e05,5,0,0
24645,e05,6,0,0
24645,e06,1,0,0
24645,e06,2,0,0
24645,e06,3,0,0
24645,e06,4,0,0
24645,e06,5,0,0
24645,e06,6,0,0
24645,e07,1,0,0
24645,e07,2,0,0
24645,e07,3,0,0
24645,e07,4,0,0
24645,e07,5,0,0
24645,e07,6,0,0
24645,e08,1,0,0
24645,e08,2,0,0
24645,e08,3,0,0
24645,e08,4,0,0
24645,e08,5,0,0
24645,e08,6,0,0
24645,e09,1,0,0
24645,e09,2,0,0
24645,e09,3,0,0
24645,e09,4,0,0
24645,e09,5,0,0
24645,e09,6,0,0
24645,e10,1,0,0
24645,e10,2,0,0
24645,e10,3,0,0
24645,e10,4,0,0
24645,e10,5,0,0
24645,e10,6,0,0
24645,e11,1,0,0
24645,e11,2,0,0
24645,e11,3,0,0
24645,e11,4,0,0
24645,e11,5,0,0
24645,e11,6,0,0
24645,e12,1,0,0
24645,e12,2,0,0
24645,e12,3,0,0
24645,e12,4,0,0
24645,e12,5,0,0
24645,e12,6,0,0
24645,e13,1,0,0
24645,e13,2,0,0
24645,e13,3,0,0
24645,e13,4,0,0
24645,e13,5,0,0
24645,e13,6,0,0
24645,e14,1,0,0
24645,e14,2,0,0
24645,e14,3,0,0
24645,e14,4,0,0
24645,e14,5,0,0
24645,e14,6,0,0
24645,e15,1,0,0
24645,e15,2,0,0
24645,e15,3,0,0
24645,e15,4,0,0
24645,e15,5,0,0
24645,e15,6,0,0
24645,e16,1,0,0
24645,e16,2,0,0
24645,e16,3,0,0
24645,e16,4,0,0
24645,e16,5,0,0
24645,e16,6,0,0
24645,e17,1,0,0
24645,e17,2,0,0
24645,e17,3,0,0
24645,e17,4,0,0
24645,e17,5,0,0
24645,e17,6,0,0
24645,e18,1,0,0
24645,e18,2,0,0
24645,e18,3,0,0
24645,e18,4,0,0
24645,e18,5,0,0
24645,e18,6,0,0
24645,e19,1,0,0
24645,e19,2,0,0
24645,e19,3,0,0
24645,e19,4,0,0
24645,e19,5,0,0
24645,e19,6,0,0
24645,e20,1,0,0
24645,e20,2,0,0
24645,e20,3,0,0
24645,e20,4,0,0
24645,e20,5,0,0
24645,e20,6,0,0
24645,e21,1,0,0
24645,e21,2,0,0
24645,e21,3,0,0
24645,e21,4,0,0
24645,e21,5,0,0
24645,e21,6,0,0
24645,e22,1,0,0
24645,e22,2,0,0
24645,e22,3,0,0
24645,e22,4,0,0
24645,e22,5,0,0
24645,e22,6,0,0
24645,e23,1,0,0
24645,e23,2,0,0
24645,e23,3,1,0
24645,e23,4,0,0
24645,e23,5,0,0
24645,e23,6,1,0
24645,e24,1,0,0
24645,e24,2,0,0
24645,e24,3,0,0
24645,e24,4,0,0
24645,e24,5,0,0
24645,e24,6,0,0
24645,f01,1,0,0
24645,f01,2,0,0
24645,f01,3,0,0
24645,f01,4,0,0
24645,f01,5,0,0
24645,f01,6,0,0
24645,f02,1,0,0
24645,f02,2,0,0
24645,f02,3,0,0
24645,f02,4,0,0
24645,f02,5,0,0
24645,f02,6,0,0
24645,f03,1,0,0
24645,f03,2,0,0
24645,f03,3,0,0
24645,f03,4,0,0
24645,f03,5,0,0
24645,f03,6,0,0
24645,f04,1,0,0
24645,f04,2,0,0
24645,f04,3,0,0
24645,f04,4,0,0
24645,f04,5,0,0
24645,f04,6,0,0
24645,f05,1,0,0
24645,f05,2,0,0
24645,f05,3,0,0
24645,f05,4,0,0
24645,f05,5,0,0
24645,f05,6,0,0
24645,f06,1,0,0
24645,f06,2,0,0
24645,f06,3,0,0
24645,f06,4,0,0
24645,f06,5,0,0
24645,f06,6,0,0
24645,f07,1,0,0
24645,f07,2,0,0
24645,f07,3,0,0
24645,f07,4,0,0
24645,f07,5,0,0
24645,f07,6,0,0
24645,f08,1,0,0
24645,f08,2,0,0
24645,f08,3,0,0
24645,f08,4,0,0
24645,f08,5,0,0
24645,f08,6,0,0
24645,f09,1,0,0
24645,f09,2,0,0
24645,f09,3,0,0
24645,f09,4,0,0
24645,f09,5,0,0
24645,f09,6,0,0
24645,f10,1,0,0
24645,f10,2,0,0
24645,f10,3,0,0
24645,f10,4,0,0
24645,f10,5,0,0
24645,f10,6,0,0
24645,f11,1,0,0
24645,f11,2,0,0
24645,f11,3,0,0
24645,f11,4,0,0
24645,f11,5,0,0
24645,f11,6,0,0
24645,f12,1,0,0
24645,f12,2,0,0
24645,f12,3,0,0
24645,f12,4,0,0
24645,f12,5,0,0
24645,f12,6,0,0
24645,f13,1,0,0
24645,f13,2,0,0
24645,f13,3,0,0
24645,f13,4,0,0
24645,f13,5,0,0
24645,f13,6,0,0
24645,f14,1,0,0
24645,f14,2,0,0
24645,f14,3,0,0
24645,f14,4,0,0
24645,f14,5,0,0
24645,f14,6,0,0
24645,f15,1,0,0
24645,f15,2,0,0
24645,f15,3,0,0
24645,f15,4,0,0
24645,f15,5,0,0
24645,f15,6,0,0
24645,f16,1,0,0
24645,f16,2,0,0
24645,f16,3,0,0
24645,f16,4,0,0
24645,f16,5,0,0
24645,f16,6,0,0
24645,f17,1,0,0
24645,f17,2,0,0
24645,f17,3,0,0
24645,f17,4,0,0
24645,f17,5,0,0
24645,f17,6,0,0
24645,f18,1,0,0
24645,f18,2,1,0
24645,f18,3,1,0
24645,f18,4,0,0
24645,f18,5,1,0
24645,f18,6,1,0
24645,f19,1,0,0
24645,f19,2,0,0
24645,f19,3,0,0
24645,f19,4,0,0
24645,f19,5,0,0
24645,f19,6,0,0
24645,f20,1,0,0
24645,f20,2,0,0
24645,f20,3,0,0
24645,f20,4,0,0
24645,f20,5,0,0
24645,f20,6,0,0
24645,f21,1,0,0
24645,f21,2,0,0
24645,f21,3,0,0
24645,f21,4,0,0
24645,f21,5,0,0
24645,f21,6,0,0
24645,f22,1,0,0
24645,f22,2,0,0
24645,f22,3,0,0
24645,f22,4,0,0
24645,f22,5,0,0
24645,f22,6,0,0
24645,f23,1,0,0
24645,f23,2,0,0
24645,f23,3,0,0
24645,f23,4,0,0
24645,f23,5,0,0
24645,f23,6,0,0
24645,f24,1,0,0
24645,f24,2,0,0
24645,f24,3,0,0
24645,f24,4,0,0
24645,f24,5,0,0
24645,f24,6,0,0
24645,g01,1,0,0
24645,g01,2,0,0
24645,g01,3,0,0
24645,g01,4,0,0
24645,g01,5,0,0
24645,g01,6,0,0
24645,g02,1,0,0
24645,g02,2,0,0
24645,g02,3,0,0
24645,g02,4,0,0
24645,g02,5,0,0
24645,g02,6,0,0
24645,g03,1,0,0
24645,g03,2,0,0
24645,g03,3,0,0
24645,g03,4,0,0
24645,g03,5,0,0
24645,g03,6,0,0
24645,g04,1,1,0
24645,g04,2,0,0
24645,g04,3,0,0
24645,g04,4,1,0
24645,g04,5,1,0
24645,g04,6,0,0
24645,g05,1,0,0
24645,g05,2,0,0
24645,g05,3,0,0
24645,g05,4,0,0
24645,g05,5,0,0
24645,g05,6,0,0
24645,g06,1,0,0
24645,g06,2,0,0
24645,g06,3,0,0
24645,g06,4,0,0
24645,g06,5,0,0
24645,g06,6,0,0
24645,g07,1,0,0
24645,g07,2,0,0
24645,g07,3,0,0
24645,g07,4,0,0
24645,g07,5,0,0
24645,g07,6,0,0
24645,g08,1,0,0
24645,g08,2,0,0
24645,g08,3,0,0
24645,g08,4,0,0
24645,g08,5,0,0
24645,g08,6,0,0
24645,g09,1,0,0
24645,g09,2,1,0
24645,g09,3,0,0
24645,g09,4,0,0
24645,g09,5,0,0
24645,g09,6,0,0
24645,g10,1,0,0
24645,g10,2,0,0
24645,g10,3,0,0
24645,g10,4,0,0
24645,g10,5,0,0
24645,g10,6,0,0
24645,g11,1,0,0
24645,g11,2,0,0
24645,g11,3,0,0
24645,g11,4,0,0
24645,g11,5,0,0
24645,g11,6,0,0
24645,g12,1,0,0
24645,g12,2,0,0
24645,g12,3,0,0
24645,g12,4,0,0
24645,g12,5,0,0
24645,g12,6,0,0
24645,g13,1,0,0
24645,g13,2,0,0
24645,g13,3,0,0
24645,g13,4,0,0
24645,g13,5,0,0
24645,g13,6,0,0
24645,g14,1,0,0
24645,g14,2,0,0
24645,g14,3,0,0
24645,g14,4,0,0
24645,g14,5,0,0
24645,g14,6,0,0
24645,g15,1,0,0
24645,g15,2,0,0
24645,g15,3,0,0
24645,g15,4,0,0
24645,g15,5,0,0
24645,g15,6,0,0
24645,g16,1,0,0
24645,g16,2,0,0
24645,g16,3,0,0
24645,g16,4,0,0
24645,g16,5,0,0
24645,g16,6,0,0
24645,g17,1,0,0
24645,g17,2,0,0
24645,g17,3,0,0
24645,g17,4,0,0
24645,g17,5,0,0
24645,g17,6,0,0
24645,g18,1,0,0
24645,g18,2,0,0
24645,g18,3,0,0
24645,g18,4,0,0
24645,g18,5,0,0
24645,g18,6,0,0
24645,g19,1,0,0
24645,g19,2,0,0
24645,g19,3,0,0
24645,g19,4,0,0
24645,g19,5,0,0
24645,g19,6,0,0
24645,g20,1,0,0
24645,g20,2,0,0
24645,g20,3,0,0
24645,g20,4,0,0
24645,g20,5,0,0
24645,g20,6,0,0
24645,g21,1,0,0
24645,g21,2,0,0
24645,g21,3,0,0
24645,g21,4,0,0
24645,g21,5,0,0
24645,g21,6,0,0
24645,g22,1,0,0
24645,g22,2,0,0
24645,g22,3,0,0
24645,g22,4,0,0
24645,g22,5,0,0
24645,g22,6,0,0
24645,g23,1,0,0
24645,g23,2,0,0
24645,g23,3,0,0
24645,g23,4,0,0
24645,g23,5,0,0
24645,g23,6,0,0
24645,g24,1,0,0
24645,g24,2,0,0
24645,g24,3,0,0
24645,g24,4,0,0
24645,g24,5,0,0
24645,g24,6,0,0
24645,h01,1,0,0
24645,h01,2,0,0
24645,h01,3,0,0
24645,h01,4,0,0
24645,h01,5,0,0
24645,h01,6,0,0
24645,h02,1,0,0
24645,h02,2,0,0
24645,h02,3,0,0
24645,h02,4,0,0
24645,h02,5,0,0
24645,h02,6,0,0
24645,h03,1,0,0
24645,h03,2,0,0
24645,h03,3,0,0
24645,h03,4,0,0
24645,h03,5,0,0
24645,h03,6,0,0
24645,h04,1,0,0
24645,h04,2,0,0
24645,h04,3,0,0
24645,h04,4,0,0
24645,h04,5,0,0
24645,h04,6,0,0
24645,h05,1,0,0
24645,h05,2,0,0
24645,h05,3,0,0
24645,h05,4,0,0
24645,h05,5,0,0
24645,h05,6,0,0
24645,h06,1,0,0
24645,h06,2,0,0
24645,h06,3,0,0
24645,h06,4,0,0
24645,h06,5,0,0
24645,h06,6,0,0
24645,h07,1,0,0
24645,h07,2,0,0
24645,h07,3,0,0
24645,h07,4,0,0
24645,h07,5,0,0
24645,h07,6,0,0
24645,h08,1,0,0
24645,h08,2,0,0
24645,h08,3,0,0
24645,h08,4,0,0
24645,h08,5,0,0
24645,h08,6,0,0
24645,h09,1,0,0
24645,h09,2,0,0
24645,h09,3,0,0
24645,h09,4,0,0
24645,h09,5,0,0
24645,h09,6,0,0
24645,h10,1,0,0
24645,h10,2,0,0
24645,h10,3,0,0
24645,h10,4,0,0
24645,h10,5,0,0
24645,h10,6,0,0
24645,h11,1,0,0
24645,h11,2,0,0
24645,h11,3,0,0
24645,h11,4,0,0
24645,h11,5,0,0
24645,h11,6,0,0
24645,h12,1,0,0
24645,h12,2,0,0
24645,h12,3,0,0
24645,h12,4,0,0
24645,h12,5,0,0
24645,h12,6,0,0
24645,h13,1,0,0
24645,h13,2,0,0
24645,h13,3,0,0
24645,h13,4,0,0
24645,h13,5,0,0
24645,h13,6,0,0
24645,h14,1,0,0
24645,h14,2,0,0
24645,h14,3,0,0
24645,h14,4,0,0
24645,h14,5,0,0
24645,h14,6,0,0
24645,h15,1,0,0
24645,h15,2,0,0
24645,h15,3,0,0
24645,h15,4,0,0
24645,h15,5,0,0
24645,h15,6,0,0
24645,h16,1,0,0
24645,h16,2,0,0
24645,h16,3,0,0
24645,h16,4,0,0
24645,h16,5,0,0
24645,h16,6,0,0
24645,h17,1,0,0
24645,h17,2,0,0
24645,h17,3,0,0
24645,h17,4,0,0
24645,h17,5,0,0
24645,h17,6,0,0
24645,h18,1,0,0
24645,h18,2,0,0
24645,h18,3,0,0
24645,h18,4,0,0
24645,h18,5,0,0
24645,h18,6,0,0
24645,h19,1,0,0
24645,h19,2,0,0
24645,h19,3,0,0
24645,h19,4,0,0
24645,h19,5,0,0
24645,h19,6,0,0
24645,h20,1,0,0
24645,h20,2,0,0
24645,h20,3,0,0
24645,h20,4,0,0
24645,h20,5,0,0
24645,h20,6,0,0
24645,h21,1,0,0
24645,h21,2,0,0
24645,h21,3,0,0
24645,h21,4,0,0
24645,h21,5,0,0
24645,h21,6,0,0
24645,h22,1,0,0
24645,h22,2,0,0
24645,h22,3,0,0
24645,h22,4,0,0
24645,h22,5,0,0
24645,h22,6,0,0
24645,h23,1,0,0
24645,h23,2,0,0
24645,h23,3,1,0
24645,h23,4,0,0
24645,h23,5,0,0
